conv_index	question_id	time	label
1413	37607	Mar 10, 2018 7:55:50 PM	41
1414	29389	Mar 10, 2018 11:34:56 AM	72
1414	38948	Mar 10, 2018 11:35:22 AM	149
1415	43982	Mar 10, 2018 7:41:30 AM	319
1415	21262	Mar 10, 2018 7:41:42 AM	149
1416	3386	Mar 10, 2018 9:24:25 AM	72
1416	26091	Mar 10, 2018 9:24:44 AM	155
1417	15673	Mar 10, 2018 10:09:07 AM	153
1417	39539	Mar 10, 2018 10:09:49 AM	272
1418	9743	Mar 10, 2018 9:46:36 AM	49
1418	3852	Mar 10, 2018 9:47:12 AM	329
1418	4693	Mar 10, 2018 9:48:25 AM	49
1419	28774	Mar 10, 2018 10:01:11 PM	367
1419	16227	Mar 10, 2018 10:02:14 PM	224
1419	27698	Mar 10, 2018 10:02:20 PM	272
1419	2122	Mar 10, 2018 10:02:29 PM	75
1420	911	Mar 10, 2018 10:41:42 PM	105
1420	40402	Mar 10, 2018 10:42:07 PM	66
1420	8802	Mar 10, 2018 10:42:21 PM	272
1420	8135	Mar 10, 2018 10:42:26 PM	369
1420	14902	Mar 10, 2018 10:42:34 PM	91
1420	21875	Mar 10, 2018 10:42:44 PM	93
1420	23104	Mar 10, 2018 10:42:50 PM	137
1420	28089	Mar 10, 2018 10:43:08 PM	57
1420	41118	Mar 10, 2018 10:43:21 PM	36
1420	18913	Mar 10, 2018 10:43:48 PM	99
1420	37747	Mar 10, 2018 10:43:52 PM	268
1421	37533	Mar 10, 2018 6:50:20 PM	72
1421	11141	Mar 10, 2018 6:50:39 PM	149
1421	25573	Mar 10, 2018 6:50:55 PM	70
1422	37859	Mar 10, 2018 8:46:06 AM	72
1422	4657	Mar 10, 2018 8:46:45 AM	261
1422	37641	Mar 10, 2018 8:47:11 AM	260
1422	12065	Mar 10, 2018 8:47:46 AM	143
1422	10109	Mar 10, 2018 8:47:53 AM	204
1422	35698	Mar 10, 2018 8:49:00 AM	21
1423	12194	Mar 10, 2018 10:26:59 AM	223
1423	11493	Mar 10, 2018 10:28:02 AM	328
1423	38781	Mar 10, 2018 10:28:41 AM	223
1423	10306	Mar 10, 2018 10:28:55 AM	328
1423	29992	Mar 10, 2018 10:29:07 AM	149
1424	13740	Mar 10, 2018 10:48:30 AM	80
1424	6303	Mar 10, 2018 10:49:01 AM	224
1424	28378	Mar 10, 2018 10:49:24 AM	36
1424	3305	Mar 10, 2018 10:50:10 AM	367
1424	31784	Mar 10, 2018 10:50:16 AM	297
1425	19459	Mar 10, 2018 8:23:23 PM	72
1425	17387	Mar 10, 2018 8:23:59 PM	127
1426	19110	Mar 10, 2018 10:05:43 AM	224
1426	17319	Mar 10, 2018 10:05:56 AM	224
1427	37717	Mar 10, 2018 3:32:59 PM	272
1427	12629	Mar 10, 2018 3:35:27 PM	93
1428	14351	Mar 10, 2018 7:36:19 AM	319
1428	2932	Mar 10, 2018 7:36:50 AM	75
1428	33000	Mar 10, 2018 7:37:37 AM	75
1429	6606	Mar 10, 2018 8:46:00 AM	91
1429	1272	Mar 10, 2018 8:46:14 AM	227
1430	34277	Mar 10, 2018 9:36:48 AM	223
1430	6476	Mar 10, 2018 9:36:58 AM	223
1430	42839	Mar 10, 2018 9:37:12 AM	223
1431	26507	Mar 10, 2018 1:49:01 PM	353
1431	16945	Mar 10, 2018 1:49:17 PM	41
1432	6191	Mar 10, 2018 5:15:45 PM	319
1432	36623	Mar 10, 2018 5:16:00 PM	247
1432	43217	Mar 10, 2018 5:16:09 PM	21
1432	15911	Mar 10, 2018 5:16:20 PM	319
1432	30854	Mar 10, 2018 5:16:52 PM	152
1433	13092	Mar 10, 2018 9:19:37 PM	268
1433	27797	Mar 10, 2018 9:20:33 PM	41
1433	9513	Mar 10, 2018 9:20:48 PM	367
1433	19112	Mar 10, 2018 9:21:30 PM	99
1434	1820	Mar 10, 2018 9:33:14 AM	268
1434	35607	Mar 10, 2018 9:34:00 AM	268
1435	42385	Mar 10, 2018 7:44:46 AM	72
1435	41535	Mar 10, 2018 7:46:31 AM	375
1435	16665	Mar 10, 2018 7:47:14 AM	224
1435	38582	Mar 10, 2018 7:47:27 AM	93
1436	2416	Mar 10, 2018 3:08:11 PM	41
1436	27317	Mar 10, 2018 3:08:20 PM	268
1437	26878	Mar 10, 2018 4:46:07 AM	21
1437	35365	Mar 10, 2018 4:46:19 AM	153
1438	39606	Mar 10, 2018 2:21:57 PM	72
1438	4173	Mar 10, 2018 2:22:03 PM	272
1438	35046	Mar 10, 2018 2:22:25 PM	153
1438	22934	Mar 10, 2018 2:22:54 PM	66
1439	11156	Mar 10, 2018 5:48:00 PM	291
1439	43937	Mar 10, 2018 5:48:13 PM	223
1439	16548	Mar 10, 2018 5:48:15 PM	168
1439	30557	Mar 10, 2018 5:48:27 PM	89
1439	8983	Mar 10, 2018 5:48:50 PM	73
1439	43021	Mar 10, 2018 5:48:56 PM	308
1439	40985	Mar 10, 2018 5:49:24 PM	291
1439	14024	Mar 10, 2018 5:49:29 PM	76
1440	2524	Mar 10, 2018 9:12:10 AM	72
1440	40858	Mar 10, 2018 9:12:38 AM	68
1440	32206	Mar 10, 2018 9:13:20 AM	253
1440	40152	Mar 10, 2018 9:13:54 AM	256
1440	36151	Mar 10, 2018 9:14:00 AM	253
1441	36114	Mar 10, 2018 8:12:51 AM	72
1441	10021	Mar 10, 2018 8:13:27 AM	80
1441	17909	Mar 10, 2018 8:14:26 AM	224
1442	14846	Mar 10, 2018 7:54:10 PM	272
1442	28622	Mar 10, 2018 7:54:29 PM	224
1443	25127	Mar 10, 2018 3:43:00 PM	93
1443	19044	Mar 10, 2018 3:43:18 PM	91
1444	35377	Mar 10, 2018 1:00:36 AM	353
1444	3643	Mar 10, 2018 1:00:48 AM	280
1445	9747	Mar 10, 2018 11:39:36 AM	319
1445	28224	Mar 10, 2018 11:40:08 AM	285
1445	23833	Mar 10, 2018 11:40:19 AM	272
1446	41732	Mar 10, 2018 8:03:09 PM	319
1446	6588	Mar 10, 2018 8:03:24 PM	94
1446	16802	Mar 10, 2018 8:04:57 PM	42
1447	34398	Mar 10, 2018 9:19:04 PM	367
1447	28239	Mar 10, 2018 9:19:11 PM	211
1447	43928	Mar 10, 2018 9:19:15 PM	367
1448	21017	Mar 10, 2018 10:51:41 PM	149
1448	9722	Mar 10, 2018 10:51:57 PM	92
1448	42067	Mar 10, 2018 10:52:10 PM	261
1449	36677	Mar 10, 2018 10:27:19 AM	80
1449	29765	Mar 10, 2018 10:27:38 AM	367
1449	5782	Mar 10, 2018 10:28:50 AM	155
1450	1060	Mar 10, 2018 4:24:38 PM	73
1450	14376	Mar 10, 2018 4:24:46 PM	353
1450	3489	Mar 10, 2018 4:24:55 PM	223
1451	24431	Mar 10, 2018 10:57:53 PM	369
1451	27211	Mar 10, 2018 10:57:59 PM	91
1451	33144	Mar 10, 2018 10:59:32 PM	99
1451	33405	Mar 10, 2018 10:59:38 PM	272
1451	14407	Mar 10, 2018 10:59:44 PM	75
1452	34565	Mar 10, 2018 9:04:27 AM	16
1452	25154	Mar 10, 2018 9:05:24 AM	16
1453	2412	Mar 10, 2018 11:39:29 AM	129
1453	22332	Mar 10, 2018 11:47:45 AM	71
1454	727	Mar 10, 2018 2:05:55 PM	261
1454	13412	Mar 10, 2018 2:06:17 PM	131
1455	4364	Mar 10, 2018 8:19:46 AM	21
1455	33490	Mar 10, 2018 8:19:55 AM	14
1456	20971	Mar 10, 2018 12:59:27 PM	328
1456	32559	Mar 10, 2018 12:59:35 PM	223
1456	839	Mar 10, 2018 12:59:39 PM	308
1457	12301	Mar 10, 2018 3:45:25 PM	319
1457	11971	Mar 10, 2018 3:45:38 PM	319
1457	19352	Mar 10, 2018 3:46:01 PM	319
1457	8921	Mar 10, 2018 3:46:20 PM	319
1457	15757	Mar 10, 2018 3:46:39 PM	319
1457	34249	Mar 10, 2018 3:47:11 PM	319
1457	28228	Mar 10, 2018 3:47:23 PM	319
1457	43164	Mar 10, 2018 3:47:26 PM	340
1457	31923	Mar 10, 2018 3:47:34 PM	54
1457	23367	Mar 10, 2018 3:47:45 PM	319
1457	22982	Mar 10, 2018 3:48:30 PM	319
1457	4325	Mar 10, 2018 3:49:00 PM	319
1458	20150	Mar 10, 2018 12:02:53 AM	258
1458	14923	Mar 10, 2018 12:09:47 AM	253
1459	37066	Mar 10, 2018 7:03:24 PM	319
1459	41213	Mar 10, 2018 7:03:30 PM	319
1459	8162	Mar 10, 2018 7:03:33 PM	319
1459	13195	Mar 10, 2018 7:03:42 PM	272
1460	11354	Mar 10, 2018 6:54:55 PM	367
1460	41446	Mar 10, 2018 6:55:26 PM	367
1461	42762	Mar 10, 2018 2:37:54 PM	72
1461	23941	Mar 10, 2018 2:38:11 PM	149
1461	14886	Mar 10, 2018 2:38:59 PM	260
1461	14281	Mar 10, 2018 2:39:29 PM	193
1461	9340	Mar 10, 2018 2:39:34 PM	357
1462	39207	Mar 10, 2018 1:09:42 PM	224
1462	30688	Mar 10, 2018 1:09:55 PM	36
1463	42704	Mar 10, 2018 11:40:05 AM	319
1463	15733	Mar 10, 2018 11:40:11 AM	319
1463	22392	Mar 10, 2018 11:40:15 AM	319
1463	37078	Mar 10, 2018 11:40:21 AM	8
1463	38105	Mar 10, 2018 11:40:26 AM	92
1463	28694	Mar 10, 2018 11:40:31 AM	261
1464	7576	Mar 10, 2018 1:31:03 PM	149
1464	34656	Mar 10, 2018 1:31:12 PM	206
1464	422	Mar 10, 2018 1:31:22 PM	308
1464	24104	Mar 10, 2018 1:31:27 PM	223
1464	40521	Mar 10, 2018 1:31:31 PM	73
1465	3952	Mar 10, 2018 3:31:03 PM	72
1465	14018	Mar 10, 2018 3:31:29 PM	223
1465	19789	Mar 10, 2018 3:31:58 PM	73
1465	42128	Mar 10, 2018 3:32:05 PM	163
1466	19617	Mar 10, 2018 3:32:11 PM	319
1466	24940	Mar 10, 2018 3:32:19 PM	149
1467	41816	Mar 10, 2018 9:39:22 AM	245
1467	28145	Mar 10, 2018 9:39:40 AM	319
1467	9739	Mar 10, 2018 9:40:12 AM	268
1468	28383	Mar 10, 2018 7:04:46 PM	72
1468	12895	Mar 10, 2018 7:05:01 PM	216
1468	2949	Mar 10, 2018 7:05:10 PM	280
1468	18152	Mar 10, 2018 7:05:30 PM	253
1468	33518	Mar 10, 2018 7:05:40 PM	269
1468	6390	Mar 10, 2018 7:05:45 PM	189
1468	27084	Mar 10, 2018 7:06:00 PM	89
1468	8570	Mar 10, 2018 7:06:07 PM	268
1468	14190	Mar 10, 2018 7:06:14 PM	251
1468	35719	Mar 10, 2018 7:06:34 PM	224
1468	41424	Mar 10, 2018 7:07:02 PM	304
1469	866	Mar 10, 2018 2:44:16 PM	224
1469	30381	Mar 10, 2018 2:44:31 PM	99
1469	3262	Mar 10, 2018 2:44:38 PM	272
1470	37340	Mar 10, 2018 5:32:36 PM	332
1470	13257	Mar 10, 2018 5:33:02 PM	332
1471	28075	Mar 10, 2018 9:28:50 AM	319
1471	25449	Mar 10, 2018 9:29:04 AM	155
1472	3412	Mar 10, 2018 9:59:05 PM	369
1472	8060	Mar 10, 2018 9:59:26 PM	93
1473	42895	Mar 10, 2018 4:49:37 PM	72
1473	36272	Mar 10, 2018 4:49:40 PM	72
1473	37909	Mar 10, 2018 4:50:23 PM	328
1473	21186	Mar 10, 2018 4:50:43 PM	223
1473	29379	Mar 10, 2018 4:51:28 PM	328
1473	17675	Mar 10, 2018 4:51:49 PM	350
1474	24240	Mar 10, 2018 9:30:07 PM	272
1474	36775	Mar 10, 2018 9:30:16 PM	179
1474	21892	Mar 10, 2018 9:30:20 PM	367
1474	15636	Mar 10, 2018 9:30:27 PM	93
1475	9996	Mar 10, 2018 9:13:59 AM	223
1475	23607	Mar 10, 2018 9:14:09 AM	84
1475	24156	Mar 10, 2018 9:14:30 AM	11
1476	24377	Mar 10, 2018 4:57:14 PM	319
1476	24452	Mar 10, 2018 4:57:29 PM	329
1476	35503	Mar 10, 2018 4:59:01 PM	329
1476	40076	Mar 10, 2018 4:59:04 PM	94
1477	8333	Mar 10, 2018 8:27:48 PM	99
1477	3839	Mar 10, 2018 8:28:07 PM	272
1478	30243	Mar 10, 2018 1:44:36 AM	261
1478	21953	Mar 10, 2018 1:46:11 AM	261
1479	25387	Mar 10, 2018 10:14:05 AM	223
1479	18722	Mar 10, 2018 10:14:32 AM	84
1480	35646	Mar 10, 2018 4:06:23 PM	223
1480	37241	Mar 10, 2018 4:06:36 PM	308
1481	43792	Mar 10, 2018 11:41:44 PM	110
1481	37749	Mar 10, 2018 11:42:11 PM	130
1482	41793	Mar 10, 2018 10:52:49 PM	63
1482	18647	Mar 10, 2018 10:53:16 PM	367
1483	12447	Mar 10, 2018 7:53:35 PM	223
1483	18612	Mar 10, 2018 7:54:03 PM	84
1483	20022	Mar 10, 2018 7:54:27 PM	308
1484	43888	Mar 10, 2018 10:28:23 PM	367
1484	31882	Mar 10, 2018 10:28:42 PM	259
1484	16203	Mar 10, 2018 10:28:58 PM	297
1485	34968	Mar 10, 2018 2:15:04 PM	216
1485	30930	Mar 10, 2018 2:15:10 PM	268
1485	21445	Mar 10, 2018 2:15:16 PM	258
1486	25764	Mar 10, 2018 11:56:43 AM	319
1486	2306	Mar 10, 2018 11:56:58 AM	319
1486	3615	Mar 10, 2018 11:57:01 AM	319
1486	13115	Mar 10, 2018 11:57:06 AM	319
1486	30841	Mar 10, 2018 11:57:10 AM	319
1486	9644	Mar 10, 2018 11:58:38 AM	367
1487	13937	Mar 10, 2018 9:18:55 PM	272
1487	24481	Mar 10, 2018 9:20:32 PM	272
1487	9386	Mar 10, 2018 9:20:44 PM	193
1487	10641	Mar 10, 2018 9:20:48 PM	165
1487	26627	Mar 10, 2018 9:21:09 PM	149
1487	34842	Mar 10, 2018 9:21:29 PM	61
1488	16137	Mar 10, 2018 4:41:17 PM	319
1488	25486	Mar 10, 2018 4:41:24 PM	319
1488	7913	Mar 10, 2018 4:41:32 PM	319
1488	19580	Mar 10, 2018 4:41:40 PM	223
1489	23485	Mar 10, 2018 11:51:15 PM	149
1489	24034	Mar 10, 2018 11:51:28 PM	137
1490	43514	Mar 10, 2018 2:26:39 PM	72
1490	3351	Mar 10, 2018 2:27:13 PM	36
1491	25549	Mar 10, 2018 11:38:18 AM	63
1491	23594	Mar 10, 2018 11:38:37 AM	343
1491	26410	Mar 10, 2018 11:39:12 AM	319
1491	3809	Mar 10, 2018 12:00:17 PM	319
1491	2171	Mar 10, 2018 12:00:30 PM	125
1491	28319	Mar 10, 2018 12:00:51 PM	63
1492	23765	Mar 10, 2018 6:08:32 PM	223
1492	23188	Mar 10, 2018 6:08:39 PM	168
1492	5414	Mar 10, 2018 6:08:43 PM	222
1492	12929	Mar 10, 2018 6:08:44 PM	268
1492	6153	Mar 10, 2018 6:08:48 PM	353
1493	30194	Mar 10, 2018 12:34:40 PM	72
1493	1924	Mar 10, 2018 12:34:57 PM	272
1493	42730	Mar 10, 2018 12:35:14 PM	36
1494	39444	Mar 10, 2018 2:25:34 PM	83
1494	36983	Mar 10, 2018 2:26:02 PM	224
1494	5113	Mar 10, 2018 2:26:27 PM	36
1494	33918	Mar 10, 2018 2:26:35 PM	62
1494	14270	Mar 10, 2018 2:26:51 PM	215
1494	28343	Mar 10, 2018 2:27:04 PM	272
1495	28027	Mar 10, 2018 12:43:33 PM	72
1495	26185	Mar 10, 2018 12:45:13 PM	233
1495	22842	Mar 10, 2018 12:45:28 PM	51
1496	16053	Mar 10, 2018 10:52:26 PM	222
1496	36561	Mar 10, 2018 10:52:32 PM	277
1496	9259	Mar 10, 2018 10:52:41 PM	305
1496	41250	Mar 10, 2018 10:52:53 PM	101
1496	43680	Mar 10, 2018 10:52:58 PM	353
1497	16960	Mar 10, 2018 6:00:17 PM	99
1497	5882	Mar 10, 2018 6:00:29 PM	272
1497	34954	Mar 10, 2018 6:00:39 PM	99
1498	6221	Mar 10, 2018 1:57:30 PM	223
1498	26398	Mar 10, 2018 1:57:47 PM	117
1499	42850	Mar 10, 2018 6:58:14 AM	272
1499	13606	Mar 10, 2018 6:58:49 AM	75
1500	38838	Mar 10, 2018 7:20:47 PM	280
1500	18681	Mar 10, 2018 7:20:57 PM	269
1501	9951	Mar 10, 2018 12:09:00 PM	222
1501	8894	Mar 10, 2018 12:09:20 PM	101
1501	22097	Mar 10, 2018 12:09:27 PM	319
1502	40827	Mar 10, 2018 6:17:49 PM	369
1502	38470	Mar 10, 2018 6:18:04 PM	91
1502	17072	Mar 10, 2018 6:18:14 PM	155
1503	5342	Mar 10, 2018 8:30:59 AM	272
1503	35612	Mar 10, 2018 8:31:25 AM	94
1503	18541	Mar 10, 2018 8:32:37 AM	272
1503	37911	Mar 10, 2018 8:32:37 AM	272
1503	24503	Mar 10, 2018 8:33:24 AM	155
1504	6967	Mar 10, 2018 6:53:33 AM	61
1504	22946	Mar 10, 2018 6:53:46 AM	36
1504	5447	Mar 10, 2018 6:54:15 AM	99
1505	29034	Mar 10, 2018 6:15:40 PM	91
1505	35481	Mar 10, 2018 6:15:52 PM	319
1506	22836	Mar 10, 2018 7:55:22 AM	93
1506	40470	Mar 10, 2018 7:55:34 AM	36
1507	8510	Mar 10, 2018 10:04:10 PM	319
1507	1218	Mar 10, 2018 10:05:12 PM	91
1508	26800	Mar 10, 2018 11:03:11 AM	367
1508	35725	Mar 10, 2018 11:03:29 AM	297
1508	4300	Mar 10, 2018 11:04:57 AM	367
1509	27243	Mar 10, 2018 5:59:25 PM	272
1509	32161	Mar 10, 2018 5:59:33 PM	328
1509	18862	Mar 10, 2018 6:02:51 PM	99
1510	38215	Mar 10, 2018 10:46:15 AM	278
1510	38660	Mar 10, 2018 10:46:26 AM	160
1510	9152	Mar 10, 2018 10:46:35 AM	356
1510	9014	Mar 10, 2018 10:46:52 AM	182
1511	12196	Mar 10, 2018 7:10:30 PM	72
1511	27616	Mar 10, 2018 7:12:46 PM	223
1511	39548	Mar 10, 2018 7:13:20 PM	168
1512	32009	Mar 10, 2018 12:03:40 AM	149
1512	43482	Mar 10, 2018 12:03:47 AM	253
1512	40029	Mar 10, 2018 12:04:06 AM	216
1512	7089	Mar 10, 2018 12:04:12 AM	280
1513	32394	Mar 10, 2018 2:55:51 PM	319
1513	14245	Mar 10, 2018 2:57:17 PM	119
1514	1389	Mar 10, 2018 10:05:03 AM	222
1514	3828	Mar 10, 2018 10:05:16 AM	216
1515	11293	Mar 10, 2018 10:35:19 AM	319
1515	4747	Mar 10, 2018 10:35:26 AM	261
1516	19653	Mar 10, 2018 8:03:25 AM	36
1516	25643	Mar 10, 2018 8:03:42 AM	272
1517	11249	Mar 10, 2018 3:53:18 PM	72
1517	12985	Mar 10, 2018 3:53:22 PM	367
1517	32124	Mar 10, 2018 3:53:41 PM	297
1517	35122	Mar 10, 2018 3:53:55 PM	247
1518	14895	Mar 10, 2018 7:03:03 AM	268
1518	37771	Mar 10, 2018 7:03:22 AM	99
1518	33200	Mar 10, 2018 7:03:54 AM	99
1519	20795	Mar 10, 2018 3:49:03 PM	149
1519	14734	Mar 10, 2018 3:49:11 PM	72
1519	43859	Mar 10, 2018 3:49:22 PM	72
1519	43748	Mar 10, 2018 3:49:32 PM	72
1519	26228	Mar 10, 2018 3:49:45 PM	72
1519	26311	Mar 10, 2018 3:50:02 PM	65
1519	225	Mar 10, 2018 3:50:19 PM	224
1519	31773	Mar 10, 2018 3:50:31 PM	62
1519	26112	Mar 10, 2018 3:50:40 PM	36
1520	15788	Mar 10, 2018 11:45:53 AM	304
1520	18400	Mar 10, 2018 11:45:54 AM	80
1520	20380	Mar 10, 2018 11:46:04 AM	21
1520	33047	Mar 10, 2018 11:46:25 AM	319
1520	34706	Mar 10, 2018 11:47:19 AM	149
1520	3772	Mar 10, 2018 11:47:30 AM	367
1520	12436	Mar 10, 2018 11:47:32 AM	304
1521	7729	Mar 10, 2018 7:50:57 PM	353
1521	1583	Mar 10, 2018 7:51:24 PM	268
1521	7725	Mar 10, 2018 7:53:16 PM	268
1522	13031	Mar 10, 2018 9:35:04 AM	319
1522	25935	Mar 10, 2018 9:35:12 AM	94
1523	36582	Mar 10, 2018 4:22:39 PM	91
1523	8375	Mar 10, 2018 4:22:49 PM	93
1524	10725	Mar 10, 2018 11:48:55 AM	319
1524	3261	Mar 10, 2018 11:49:16 AM	319
1524	37160	Mar 10, 2018 11:49:34 AM	61
1524	5867	Mar 10, 2018 11:49:41 AM	272
1524	11432	Mar 10, 2018 11:50:01 AM	99
1525	30888	Mar 10, 2018 1:07:12 PM	163
1525	17983	Mar 10, 2018 1:07:20 PM	135
1526	8635	Mar 10, 2018 8:42:50 PM	223
1526	37237	Mar 10, 2018 8:42:54 PM	308
1526	20539	Mar 10, 2018 8:42:58 PM	253
1526	42135	Mar 10, 2018 8:43:02 PM	222
1526	21089	Mar 10, 2018 8:43:03 PM	168
1526	43976	Mar 10, 2018 8:43:04 PM	73
1526	36595	Mar 10, 2018 8:43:04 PM	353
1526	1808	Mar 10, 2018 8:43:04 PM	73
1526	2084	Mar 10, 2018 8:43:05 PM	353
1526	26733	Mar 10, 2018 8:43:05 PM	41
1526	38729	Mar 10, 2018 8:43:05 PM	268
1526	26027	Mar 10, 2018 8:43:05 PM	41
1526	34324	Mar 10, 2018 8:43:11 PM	319
1527	2512	Mar 10, 2018 4:57:04 PM	217
1527	36503	Mar 10, 2018 4:57:21 PM	349
1528	43005	Mar 10, 2018 11:52:17 AM	179
1528	30346	Mar 10, 2018 11:52:40 AM	73
1528	11853	Mar 10, 2018 11:53:21 AM	68
1528	22806	Mar 10, 2018 11:53:30 AM	308
1528	12517	Mar 10, 2018 11:54:07 AM	353
1529	18594	Mar 10, 2018 1:33:03 PM	55
1529	13989	Mar 10, 2018 1:33:15 PM	55
1530	40734	Mar 10, 2018 10:26:33 AM	367
1530	4624	Mar 10, 2018 10:26:49 AM	198
1530	26069	Mar 10, 2018 10:27:40 AM	198
1530	29717	Mar 10, 2018 10:27:50 AM	370
1531	23308	Mar 10, 2018 3:07:18 PM	237
1531	34580	Mar 10, 2018 3:07:44 PM	268
1532	28725	Mar 10, 2018 2:09:55 PM	319
1532	40502	Mar 10, 2018 2:10:05 PM	93
1533	6254	Mar 10, 2018 4:52:01 PM	63
1533	29743	Mar 10, 2018 4:52:39 PM	367
1533	2542	Mar 10, 2018 4:52:55 PM	36
1533	815	Mar 10, 2018 4:52:59 PM	272
1533	16939	Mar 10, 2018 4:53:07 PM	186
1533	26598	Mar 10, 2018 4:53:48 PM	21
1533	34524	Mar 10, 2018 4:53:48 PM	75
1533	37896	Mar 10, 2018 4:54:13 PM	63
1534	32284	Mar 10, 2018 10:44:59 PM	184
1534	3694	Mar 10, 2018 10:45:14 PM	184
1534	28801	Mar 10, 2018 10:45:25 PM	87
1534	35330	Mar 10, 2018 10:46:03 PM	115
1535	11591	Mar 10, 2018 3:43:27 AM	73
1535	109	Mar 10, 2018 3:43:42 AM	355
1535	14387	Mar 10, 2018 3:44:13 AM	46
1535	31197	Mar 10, 2018 3:44:38 AM	268
1536	41436	Mar 10, 2018 3:48:42 PM	61
1536	18830	Mar 10, 2018 3:49:53 PM	155
1537	541	Mar 10, 2018 4:32:36 PM	9
1537	16892	Mar 10, 2018 4:32:43 PM	353
1538	11598	Mar 10, 2018 8:32:10 AM	72
1538	319	Mar 10, 2018 8:32:20 AM	319
1538	32379	Mar 10, 2018 8:32:44 AM	91
1538	41506	Mar 10, 2018 8:32:53 AM	206
1538	21382	Mar 10, 2018 8:33:10 AM	319
1539	31593	Mar 10, 2018 12:13:42 PM	168
1539	9681	Mar 10, 2018 12:13:55 PM	328
1540	18740	Mar 10, 2018 8:23:53 PM	224
1540	25174	Mar 10, 2018 8:24:15 PM	272
1540	16087	Mar 10, 2018 8:24:20 PM	369
1540	858	Mar 10, 2018 8:24:26 PM	367
1541	4341	Mar 10, 2018 4:23:56 PM	367
1541	3034	Mar 10, 2018 4:24:27 PM	223
1542	2968	Mar 10, 2018 4:20:14 PM	353
1542	3212	Mar 10, 2018 4:20:56 PM	353
1543	27006	Mar 10, 2018 1:20:01 PM	91
1543	43819	Mar 10, 2018 1:21:06 PM	272
1543	1273	Mar 10, 2018 1:21:49 PM	206
1543	477	Mar 10, 2018 1:22:21 PM	91
1544	22211	Mar 10, 2018 12:45:49 AM	268
1544	33649	Mar 10, 2018 12:46:09 AM	89
1544	13317	Mar 10, 2018 12:46:16 AM	353
1545	39483	Mar 10, 2018 9:55:24 AM	268
1545	24784	Mar 10, 2018 9:56:38 AM	268
1546	25914	Mar 10, 2018 12:22:55 PM	130
1546	18935	Mar 10, 2018 12:23:10 PM	125
1546	3277	Mar 10, 2018 12:23:21 PM	272
1546	40466	Mar 10, 2018 12:23:29 PM	22
1546	7997	Mar 10, 2018 12:24:01 PM	155
1547	17253	Mar 10, 2018 5:36:09 PM	272
1547	7140	Mar 10, 2018 5:36:23 PM	99
1548	35532	Mar 10, 2018 10:52:51 AM	149
1548	21657	Mar 10, 2018 10:53:03 AM	140
1548	38051	Mar 10, 2018 10:53:29 AM	201
1549	13307	Mar 10, 2018 9:50:41 PM	268
1549	18905	Mar 10, 2018 9:51:02 PM	222
1549	10500	Mar 10, 2018 9:51:11 PM	89
1549	26948	Mar 10, 2018 9:54:40 PM	110
1550	39017	Mar 10, 2018 4:42:39 PM	223
1550	38004	Mar 10, 2018 4:42:59 PM	223
1550	22803	Mar 10, 2018 4:43:10 PM	281
1550	32201	Mar 10, 2018 4:43:25 PM	328
1551	20978	Mar 10, 2018 10:46:27 AM	319
1551	19879	Mar 10, 2018 10:46:52 AM	73
1551	23150	Mar 10, 2018 10:47:06 AM	355
1552	29162	Mar 10, 2018 5:39:23 PM	72
1552	22275	Mar 10, 2018 5:40:04 PM	294
1552	5734	Mar 10, 2018 5:40:30 PM	193
1552	43640	Mar 10, 2018 5:40:49 PM	272
1552	2364	Mar 10, 2018 5:41:04 PM	186
1553	6177	Mar 10, 2018 11:39:22 AM	319
1553	331	Mar 10, 2018 11:39:52 AM	319
1553	1698	Mar 10, 2018 11:40:14 AM	367
1554	9439	Mar 10, 2018 2:41:12 PM	319
1554	1567	Mar 10, 2018 2:41:44 PM	149
1554	32764	Mar 10, 2018 2:43:30 PM	319
1554	40738	Mar 10, 2018 2:44:09 PM	3
1554	36138	Mar 10, 2018 2:44:38 PM	149
1554	28847	Mar 10, 2018 2:44:59 PM	149
1554	34446	Mar 10, 2018 2:45:04 PM	149
1554	20228	Mar 10, 2018 2:47:12 PM	149
1554	16680	Mar 10, 2018 2:47:32 PM	319
1555	18896	Mar 10, 2018 8:49:44 PM	261
1555	33355	Mar 10, 2018 8:49:50 PM	150
1556	24557	Mar 10, 2018 8:44:57 PM	185
1556	30871	Mar 10, 2018 8:45:04 PM	268
1556	20715	Mar 10, 2018 8:45:41 PM	21
1556	24754	Mar 10, 2018 8:45:57 PM	13
1556	15834	Mar 10, 2018 8:46:14 PM	149
1557	39330	Mar 10, 2018 5:18:57 PM	42
1557	37126	Mar 10, 2018 5:20:16 PM	361
1558	30104	Mar 10, 2018 6:02:46 PM	272
1558	18758	Mar 10, 2018 6:03:00 PM	369
1558	12438	Mar 10, 2018 6:03:40 PM	66
1558	34457	Mar 10, 2018 6:03:46 PM	93
1558	11777	Mar 10, 2018 6:04:11 PM	105
1559	23576	Mar 10, 2018 9:51:40 AM	72
1559	33420	Mar 10, 2018 9:52:24 AM	99
1559	27066	Mar 10, 2018 9:52:34 AM	272
1560	4550	Mar 10, 2018 9:35:18 PM	149
1560	17015	Mar 10, 2018 9:36:04 PM	165
1561	9814	Mar 10, 2018 6:33:24 AM	155
1561	17329	Mar 10, 2018 6:33:49 AM	99
