conv_index	question_id	label
1644	14305	319
1644	13678	202
1644	21915	319
1645	963	41
1645	11794	202
1645	27145	268
1646	11953	68
1646	31685	268
1647	38426	224
1647	39058	80
1648	39475	99
1648	12187	75
1649	9359	357
1649	5806	21
1650	28706	72
1650	11175	73
1651	2838	272
1651	42639	125
1652	34834	80
1652	41847	367
1653	11296	272
1653	35727	75
1654	20563	27
1654	22057	27
1655	14198	168
1655	32016	168
1656	43621	268
1656	5057	216
1656	34497	280
1657	6944	268
1657	10495	268
1657	18407	127
1658	12334	36
1658	15617	304
1659	43978	149
1659	40330	41
1660	21505	319
1660	42628	73
1660	32481	319
1661	9647	72
1661	10635	367
1661	12366	304
1661	9094	367
1661	26934	304
1662	4110	72
1662	17356	155
1663	35909	268
1663	2298	216
1664	35196	367
1664	39148	297
1664	1622	297
1665	35969	72
1665	23014	224
1666	15719	367
1666	13384	367
1667	32639	353
1667	6761	150
1668	8326	91
1668	37550	72
1668	8500	369
1669	38484	261
1669	15830	261
1669	32917	304
1669	27086	319
1670	26871	75
1670	8368	75
1670	30794	263
1671	9192	80
1671	20238	224
1672	42486	268
1672	36245	268
1672	34236	216
1673	38902	72
1673	36836	251
1673	29796	353
1673	7018	251
1674	27281	72
1674	36149	353
1674	1042	175
1674	16990	236
1675	21601	7
1675	36416	170
1676	13834	155
1676	15990	223
1676	4754	308
1677	17067	222
1677	32658	353
1677	28449	222
1678	25262	261
1678	22656	261
1679	17236	370
1679	8565	155
1680	42115	72
1680	4555	280
1680	42072	269
1680	20552	216
1680	32676	350
1680	4570	289
1681	34093	149
1681	22968	353
1681	1251	340
1681	13693	236
1681	35323	98
1682	18733	27
1682	16640	149
1682	24323	353
1683	20767	268
1683	31828	129
1684	34314	149
1684	20909	303
1684	7078	127
1685	2646	369
1685	10783	340
1685	23065	91
1686	17229	150
1686	25317	261
1687	11439	268
1687	7342	202
1687	20279	217
1688	31324	91
1688	8	272
1689	36473	369
1689	3224	91
1689	25869	272
1690	4190	80
1690	7136	367
1691	39332	331
1691	24651	31
1691	10934	31
1692	40960	260
1692	41168	17
1692	32051	357
1692	40708	334
1693	41251	363
1693	14269	73
1694	17165	367
1694	26726	211
1694	13039	21
1695	6919	238
1695	10385	217
1695	16107	105
1695	23791	349
1695	30611	272
1695	8583	66
1695	26782	263
1695	12514	153
1696	43	367
1696	36647	155
1696	37795	367
1696	26713	155
1696	33614	224
1697	34670	72
1697	36049	155
1698	5951	72
1698	33025	272
1698	33127	319
1698	38475	99
1699	35990	261
1699	42552	150
1699	11643	129
1699	14021	71
1700	2243	350
1700	42610	164
1700	40585	89
1701	39965	91
1701	23832	227
1702	5569	369
1702	19720	91
1702	7447	93
1703	37950	72
1703	41695	319
1703	28806	184
1703	33572	184
1704	12424	75
1704	8795	319
1705	34332	338
1705	41574	143
1705	24404	21
1706	16589	369
1706	3929	91
1706	3614	272
1707	27912	42
1707	12231	42
1707	16597	160
1707	10809	361
1708	3992	268
1708	32090	216
1709	9179	91
1709	24893	268
1709	4013	91
1710	12111	268
1710	888	41
1710	9662	73
1711	37953	305
1711	33552	305
1711	33071	84
1711	6327	73
1712	11144	168
1712	19060	155
1713	3183	42
1713	1659	160
1713	11310	194
1714	27881	319
1714	34912	260
1714	17505	155
1715	7748	191
1715	13862	149
1716	40379	224
1716	849	36
1716	25364	128
1716	43215	80
1716	34354	272
1717	26947	72
1717	19524	367
1717	524	89
1717	41405	251
1718	12277	72
1718	4427	367
1719	33627	217
1719	21886	217
1719	38690	105
1719	39387	304
1720	5735	72
1720	6678	319
1720	34219	99
1721	22951	41
1721	33126	41
1722	38046	72
1722	26411	367
1723	22754	268
1723	18513	319
1723	3648	348
1723	184	222
1723	38293	281
1724	8886	21
1724	39578	263
1725	41325	99
1725	7760	99
1726	6975	185
1726	9304	107
1726	11673	216
1726	9641	221
1726	14076	185
1726	35425	185
1727	4428	110
1727	3214	22
1727	29323	63
1727	5850	272
1728	28726	367
1728	31335	258
1728	528	80
1728	35687	367
1729	39553	319
1729	22827	367
1730	3012	217
1730	35811	217
1730	29011	66
1730	29585	263
1731	25150	73
1731	13551	253
1731	36367	353
1732	40587	72
1732	12019	272
1732	11956	75
1732	22132	31
1733	33371	319
1733	26082	353
1733	5554	268
1734	20750	237
1734	21803	230
1735	29468	73
1735	12712	268
1735	8610	216
1735	19808	253
1735	38947	223
1736	9885	272
1736	19211	153
1737	13464	92
1737	42979	335
1738	16679	129
1738	40157	149
1738	32329	129
1738	19843	149
1738	27402	149
1739	23529	72
1739	4868	110
1739	10946	22
1740	15392	329
1740	25840	125
1741	10959	129
1741	6584	71
1742	458	72
1742	38614	110
1742	11231	263
1742	1927	319
1742	27378	319
1743	3429	125
1743	6047	125
1744	13949	110
1744	43914	93
1744	6179	149
1745	36945	261
1745	38479	71
1745	11856	129
1745	16301	92
1746	26650	165
1746	19684	223
1747	15804	348
1747	8031	373
1747	10756	348
1747	4410	221
1748	22823	319
1748	5009	91
1748	25904	206
1748	39389	155
1749	21283	171
1749	40353	278
1749	26465	356
1750	37895	369
1750	9798	319
1750	1330	369
1751	21185	72
1751	21062	72
1751	15868	155
1752	39513	42
1752	34476	361
1753	22486	237
1753	39247	160
1754	30074	346
1754	21631	149
1754	35621	332
1755	18599	224
1755	28286	110
1755	10685	22
1755	5663	329
1755	16335	21
1755	23633	63
1756	19594	149
1756	9894	319
1756	32862	155
1757	30176	369
1757	42012	369
1758	6658	72
1758	10596	155
1759	30078	268
1759	36045	175
1760	16671	72
1760	4931	223
1761	5270	168
1761	42638	223
1761	24548	222
1762	20627	91
1762	42192	206
1762	7264	369
1762	15687	91
1762	8207	206
1762	28384	227
1763	19200	222
1763	32152	305
1764	27532	272
1764	12115	233
1764	4106	258
1764	1101	357
1765	28246	153
1765	43558	272
1765	29496	155
1766	14823	93
1766	33977	319
1766	35331	155
1767	31766	42
1767	31935	160
1768	25551	222
1768	23972	222
1769	42626	280
1769	3290	353
1769	17227	353
1769	25506	334
1769	12109	308
1770	12927	155
1770	5825	319
1770	31684	149
1770	23846	66
1771	40802	175
1771	5253	319
1771	26092	73
1771	35672	319
1772	40245	73
1772	2487	73
1773	39660	261
1773	9477	92
1773	9350	131
1773	5164	358
1773	40688	71
1774	42203	94
1774	25193	268
1774	2290	202
1774	8674	163
1774	15764	46
1775	32057	263
1775	13874	66
1776	17031	344
1776	29385	278
1776	23282	160
1777	3323	155
1777	13200	319
1777	40280	319
1777	1911	155
1777	43917	367
1777	28665	319
1777	9927	21
1777	32230	94
1777	26762	319
1777	16059	319
1777	17967	319
1777	28996	21
1777	30897	367
1777	634	367
1777	8727	319
1778	2848	367
1778	34115	155
1778	8638	367
1778	12880	155
1779	22854	367
1779	5029	94
1779	14898	367
1780	41619	165
1780	28454	350
1780	28315	179
1780	29558	149
1781	39161	73
1781	41888	36
1782	15683	206
1782	1711	319
1783	20737	375
1783	22996	144
1783	43225	375
1783	3511	251
1783	34292	297
1783	14687	259
1784	15263	261
1784	42058	150
1784	12643	92
1784	7124	129
1784	2930	335
1784	6443	291
1785	35356	251
1785	20062	251
1785	36634	129
1786	31744	83
1786	38980	224
1786	21771	379
1787	4360	153
1787	42962	272
1788	36386	350
1788	10377	272
1789	13576	223
1789	3949	168
1789	12197	223
1789	28672	340
1790	41842	99
1790	19113	155
1791	13046	63
1791	33413	94
1791	9321	42
1792	27661	353
1792	8774	280
1792	31833	268
1793	21908	217
1793	34668	66
1794	15347	268
1794	3493	258
1794	42200	353
1794	25654	353
1795	25978	217
1795	18364	349
1795	3369	263
1795	25305	362
1795	13601	353
1795	12900	66
1795	31732	105
1796	33924	72
1796	6649	73
1797	32252	335
1797	2633	261
1797	13204	92
1797	515	291
1798	37288	21
1798	37878	329
1798	3219	186
1798	1073	125
1799	2534	168
1799	42102	319
1800	12677	125
1800	20066	110
1800	7840	110
1801	24117	7
1801	6055	7
1801	19787	193
1801	31104	170
1801	20992	319
1801	29161	7
1802	36920	223
1802	31563	223
1803	20363	72
1803	36659	63
1803	30559	149
1803	473	155
1804	36635	150
1804	205	71
1804	16748	71
1805	41863	37
1805	1953	269
1805	38591	334
1805	20186	222
1806	9196	99
1806	32488	99
1806	31649	99
1807	37603	155
1807	34955	98
1808	11268	94
1808	20370	42
1809	4669	268
1809	3296	99
1810	10421	149
1810	35141	369
1810	42518	369
1811	41560	149
1811	12276	116
1811	84	337
1811	21918	116
1812	31892	356
1812	32867	356
1812	29880	182
1812	34498	278
1812	7860	194
1812	3836	193
1813	13865	367
1813	5847	149
1814	11516	367
1814	24863	155
1815	36912	344
1815	13400	278
1815	25368	182
1815	8669	278
1815	40911	319
1815	5202	319
1815	10825	182
1815	571	137
1815	34009	344
1815	502	344
1815	15623	344
1816	25103	328
1816	3402	328
1816	18071	84
1817	40674	171
1817	13512	278
1817	42261	356
1817	16308	182
1817	24209	356
1818	19732	319
1818	43959	319
1818	11926	319
1818	24916	268
1818	33507	253
1818	4774	353
1818	9017	269
1818	20362	216
1818	22729	79
1818	31479	73
1818	29882	149
1818	28968	299
1818	30041	305
1819	29136	73
1819	33777	73
1820	11291	72
1820	31437	227
1821	3769	149
1821	19818	348
1821	31234	221
1822	39001	268
1822	8623	268
1822	37065	216
1823	1068	319
1823	7572	93
1824	28788	72
1824	33697	91
1825	5894	223
1825	23019	308
1825	22798	222
1825	31090	73
1825	8577	253
1825	37320	223
1826	29847	80
1826	32726	350
1826	13814	367
1826	19405	297
1827	15428	99
1827	3325	367
1828	7512	319
1828	32980	367
1828	11046	367
1829	36804	72
1829	38997	149
1829	405	261
1830	27626	369
1830	2482	206
1830	13228	91
1831	26596	319
1831	31067	319
1831	32210	149
1831	19076	73
1832	9447	216
1832	12059	353
1832	38513	268
1832	4343	73
1832	35495	355
1832	36446	210
1832	41460	210
1832	24958	210
1832	30095	210
1832	4630	253
1832	21794	253
1832	12317	253
1832	12038	253
1832	40743	253
1832	7255	163
1832	2615	163
1832	25690	163
1832	26607	328
1832	17836	328
1832	19775	163
1832	12307	163
1832	36220	328
1832	23597	328
1832	20846	223
1833	522	164
1833	36178	223
1834	22433	268
1834	32709	268
1835	20060	361
1835	10043	42
1835	24389	292
1835	28568	119
1835	12368	160
1836	33520	367
1836	33771	367
1836	21324	211
1837	41509	110
1837	27924	125
1838	17064	319
1838	35661	319
1838	31865	319
1838	27908	319
1838	13896	319
1838	17345	319
1838	37460	61
1838	12528	54
1838	29787	54
1838	14030	54
1838	39914	54
1838	21923	319
1838	10370	236
1838	37016	98
1838	11775	47
1838	41254	57
1838	20511	57
1838	15706	57
1838	29062	57
1838	40499	57
1838	22723	367
1838	32162	367
1838	1297	57
1838	34567	367
1838	4901	367
1838	21003	367
1838	37643	367
1838	21133	36
1838	3998	36
1838	10048	36
1838	43043	36
1838	14747	36
1838	38795	36
1838	29591	272
1838	21274	272
1838	18493	272
1838	15314	272
1838	26584	272
1838	42686	272
1838	28528	21
1838	22359	21
1838	15574	21
1838	26684	21
1838	5844	21
1838	20589	21
1838	27575	319
1838	40790	319
1838	9903	319
1838	23095	319
1838	27353	149
1838	29926	93
1839	42565	375
1839	40458	57
1840	39565	353
1840	39467	41
1840	31131	340
1841	39120	184
1841	17232	73
1841	12918	353
1841	41673	253
1841	15980	308
1841	37117	149
1841	9729	309
1841	30238	26
1841	25085	184
1841	16387	184
1841	36351	258
1842	26496	68
1842	2933	163
1843	43122	223
1843	7003	308
1844	33549	268
1844	14932	261
1845	23936	216
1845	24889	363
1845	29903	135
1845	27207	253
1845	21363	355
1845	5061	73
1845	22812	163
1845	32599	308
1846	43091	149
1846	13388	149
1846	10581	303
1846	10829	244
1846	4398	167
1847	3930	93
1847	21285	272
1847	42984	369
1847	61	93
1847	19578	319
1847	17027	319
1847	9389	91
1848	27860	268
1848	17560	319
1849	27162	361
1849	12804	42
1849	30031	351
1850	5749	72
1850	5603	21
1850	20198	125
1851	29617	72
1851	9545	233
1852	22191	329
1852	38528	272
1852	42705	99
1853	26003	125
1853	10563	110
1853	31248	272
1854	38632	329
1854	18787	49
1854	37937	186
1854	14785	186
1855	4817	319
1855	17982	36
1856	39619	80
1856	20609	304
1856	10182	224
1856	29305	304
1856	26928	272
1857	18506	353
1857	18707	253
1857	20989	73
1857	26521	21
1858	26143	223
1858	10882	223
1859	18498	91
1859	5609	369
1859	38276	206
1860	17818	99
1860	29112	308
1860	7263	272
1861	1278	367
1861	5468	363
1861	24822	99
1862	534	72
1862	37217	251
1862	40669	350
1862	31794	129
1862	28167	129
1863	32380	91
1863	8563	370
1864	23157	367
1864	17372	304
1864	23047	367
1864	23975	304
1864	8227	80
1864	3754	304
1865	9149	353
1865	18230	268
1865	19273	222
1865	39476	308
1865	4898	223
1866	39415	224
1866	8280	80
1867	22429	72
1867	39097	57
1867	23501	340
1867	28543	340
1867	41559	93
1867	12273	224
1867	5264	110
1868	2145	319
1868	20626	217
1868	27838	238
1868	11246	105
1868	10730	217
1868	9445	319
1869	38347	268
1869	1245	253
1869	12878	216
1870	1109	222
1870	31611	305
1870	41771	222
1870	34522	353
1871	8797	84
1871	7077	199
1872	18040	72
1872	23320	367
1872	34789	367
1873	29258	261
1873	25624	150
1873	25953	261
1873	41799	71
1873	1921	92
1874	2430	326
1874	30274	149
1875	14059	268
1875	19479	280
1875	15438	216
1875	5424	253
1875	18856	222
1875	30773	222
1875	20880	280
1876	26038	91
1876	13048	91
1876	1763	91
1876	9266	91
1877	31322	63
1877	18536	329
1877	1819	186
1877	39298	21
1878	1414	268
1878	1845	216
1879	16282	367
1879	19893	224
1880	12682	99
1880	36322	83
1881	10922	50
1881	7435	233
1882	24727	75
1882	13262	75
1883	35301	63
1883	220	357
1884	27772	72
1884	37106	268
1884	36226	268
1885	23048	21
1885	31369	125
1885	20604	110
1886	6698	319
1886	9497	185
1886	14108	185
1886	4856	23
1886	38605	110
1886	7029	62
1886	9077	75
1887	40592	340
1887	15227	54
1887	18235	98
1887	12420	229
1887	28715	47
1887	21787	224
1888	12040	319
1888	31212	99
1888	22537	80
1888	22811	36
1888	13947	224
1888	37611	93
1888	14229	272
1889	34359	319
1889	27968	319
1889	40041	149
1889	36458	258
1890	26898	222
1890	22646	229
1890	26492	229
1890	38740	319
1890	22995	319
1890	3451	305
1890	16770	253
1890	1261	229
1890	22398	319
1890	6477	319
1890	25162	319
1890	13686	56
1891	11154	72
1891	2284	149
1891	24299	229
1891	20903	47
1892	43641	217
1892	43362	66
1893	730	89
1893	42684	256
1893	41593	137
1893	12824	217
1894	17163	327
1894	5732	184
1894	30872	26
1895	14453	21
1895	28537	261
1896	35150	263
1896	29440	329
1897	43384	248
1897	33504	114
1898	35112	263
1898	31301	217
1898	40221	263
1898	39838	153
1898	8346	238
1898	27352	125
1898	38415	304
1898	42061	272
1898	30483	263
1898	36009	105
1898	35318	304
1898	33744	89
1899	25807	73
1899	43688	353
1900	33408	280
1900	25508	269
1900	2051	353
1901	37574	367
1901	34568	294
1901	35712	297
1902	1375	222
1902	43151	222
1902	41190	116
1902	13882	155
1903	13713	73
1903	16027	353
1904	28324	367
1904	16684	268
1904	11423	155
1905	39716	80
1905	3479	224
1905	32359	224
1905	34945	367
1906	29278	127
1906	21100	183
1907	19579	319
1907	3871	319
1907	8252	319
1907	10303	36
1907	19717	149
1907	2687	340
1907	30595	319
1907	23040	340
1907	12498	319
1907	5195	54
1908	38639	193
1908	28771	319
1908	40912	268
1908	37693	41
1908	10962	155
1909	38711	91
1909	14491	93
1909	33073	91
1910	23776	202
1910	38873	106
1911	28526	72
1911	25737	41
1912	26795	216
1912	8594	308
1912	34472	353
1912	1563	149
1912	31521	281
1913	7662	80
1913	5617	304
1913	27719	367
1913	20485	297
1914	12776	319
1914	30191	14
1915	38383	224
1915	15376	80
1915	1967	224
1915	27802	367
1916	24768	367
1916	43024	367
1916	7899	367
1916	33821	304
1917	38167	367
1917	31905	319
1917	9134	297
1917	31798	155
1918	6466	155
1918	9971	319
1918	42110	319
1918	29595	155
1918	313	155
1918	34199	297
1918	21851	193
1919	18289	268
1919	18549	268
1919	33207	193
1920	40841	125
1920	27308	21
1920	26464	367
1921	7976	319
1921	24230	319
1921	29938	63
1921	32679	319
1922	25744	165
1922	28390	268
1923	12009	149
1923	11684	21
1923	7210	63
1923	35241	272
1924	35149	99
1924	18037	294
1925	9599	268
1925	32954	202
1925	28848	265
1925	7454	127
1925	2491	243
1925	29221	268
1925	9748	272
1926	26613	72
1926	41128	72
1926	24734	36
1926	40231	206
1926	29546	206
1927	11808	41
1927	18380	268
1928	24573	193
1928	36686	72
1928	35295	224
1929	14172	110
1929	1239	304
1929	14776	110
1929	39309	21
1930	35929	223
1930	8233	84
1930	6496	328
1930	14219	308
1930	34438	139
1931	3289	72
1931	17113	129
1931	30551	71
1931	17096	92
1931	7148	149
1932	36971	175
1932	43709	253
1932	42988	216
1933	3345	149
1933	29971	301
1934	35732	155
1934	21467	155
1935	24021	223
1935	41009	149
1936	31569	55
1936	31953	301
1937	30321	72
1937	26853	16
1937	31386	149
1938	40282	98
1938	22969	47
1938	27337	54
1938	32342	236
1938	36400	328
1938	23957	99
1938	26981	272
1939	26943	261
1939	21677	335
1939	37	92
1940	30195	258
1940	36866	258
1940	10259	149
1940	19927	93
1941	8353	351
1941	17059	351
1941	1826	160
1942	881	233
1942	34237	165
1942	14642	253
1942	38025	163
1942	38585	216
1942	9050	222
1942	30309	223
1942	33584	223
1942	33746	31
1942	41783	149
1943	39588	216
1943	24445	268
1943	3397	280
1943	406	223
1944	26230	353
1944	17729	248
1944	36935	268
1944	20087	310
1944	30530	73
1945	4130	367
1945	19457	304
1945	955	80
1945	8781	367
1945	12588	304
1946	14762	89
1946	3088	297
1946	39830	89
1947	14797	369
1947	37825	91
1948	39510	237
1948	12602	42
1949	20283	329
1949	12050	369
1950	2354	149
1950	6426	98
1950	41471	149
1951	40007	168
1951	28846	222
1951	3557	184
1951	9338	26
1951	7618	193
1951	2887	73
1952	28251	13
1952	34685	329
1953	31329	27
1953	28004	238
1953	31624	27
1954	1593	248
1954	36097	175
1954	13171	175
1955	3596	149
1955	34387	319
1956	247	72
1956	23169	129
1957	152	149
1957	16540	155
1958	25160	319
1958	41993	367
1958	24574	319
1958	28274	367
1959	29858	36
1959	31156	224
1959	35616	62
1959	40570	272
1960	34985	72
1960	5035	223
1961	13088	353
1961	3706	268
1961	11001	89
1961	31635	353
1961	24097	272
1962	9275	42
1962	32828	63
1962	16590	217
1963	16784	319
1963	15808	93
1963	42245	91
1964	39392	223
1964	16780	308
1964	33849	223
1964	5933	281
1965	2598	308
1965	36472	221
1965	37626	168
1965	43590	21
1966	17964	272
1966	16804	369
1966	36887	206
1967	37439	73
1967	30817	91
1967	16337	73
1967	31806	308
1968	31483	124
1968	31110	129
1968	30373	71
1969	9584	21
1969	24681	329
1969	35905	319
1970	13952	369
1970	27778	91
1970	38212	206
1971	22350	155
1971	28580	155
1972	39437	343
1972	18216	319
1972	32150	319
1972	43784	21
1973	38956	168
1973	6604	155
1973	35236	155
1973	19658	155
1974	17929	367
1974	24100	155
1975	27280	94
1975	31058	155
1976	13831	238
1976	7708	66
1976	26769	349
1976	24333	263
1977	8245	222
1977	7597	305
1978	19415	46
1978	17544	343
1978	30792	77
1979	23710	61
1979	15794	61
1979	19655	272
1979	8487	21
1980	37475	357
1980	33619	260
1981	25280	369
1981	3738	91
1981	38613	272
1982	42003	227
1982	34471	22
1983	23223	110
1983	99	155
1984	41256	149
1984	26502	272
1985	9514	369
1985	1190	155
1986	16948	217
1986	5791	263
1986	36365	66
1986	2264	349
1986	19841	362
1987	19603	93
1987	15575	227
1988	28340	149
1988	20544	149
1989	32934	319
1989	4432	367
1990	2921	353
1990	37688	73
1990	24689	308
1990	34812	223
1990	13250	68
1990	27482	73
1991	37966	294
1991	731	211
1991	25191	36
1992	16267	21
1992	7391	155
1992	34619	272
1993	16585	75
1993	29609	75
1994	35249	369
1994	31557	206
1995	15924	319
1995	37728	216
1995	1687	319
1996	35591	127
1996	27930	23
1996	14035	110
1996	11284	22
1996	12370	125
1996	32115	351
1996	15362	292
1996	2995	42
1997	14731	21
1997	18441	143
1998	24740	93
1998	30528	319
1998	1612	206
1998	6935	155
1998	17568	247
1998	41386	206
1998	29773	91
1998	31478	91
1998	42909	227
1999	14241	251
1999	21829	251
1999	15472	268
2000	22040	238
2000	35277	263
2000	18698	217
2000	22250	349
2001	37257	108
2001	38830	26
2002	16329	222
2002	27315	223
2003	12843	222
2003	6537	340
2003	16523	340
2003	38996	373
2003	8819	222
2004	14345	149
2004	36941	110
2004	28238	149
2004	13271	223
2004	10592	223
2005	2501	367
2005	3640	319
2005	21258	80
2005	19155	259
2006	37267	217
2006	40142	217
2006	29366	66
2006	3069	105
2006	14963	238
2006	10401	263
2006	41905	349
2007	8269	149
2007	24702	95
2007	32443	201
2007	24126	201
2008	14766	272
2008	28857	224
2009	43108	72
2009	12070	367
2009	28749	304
2010	24350	367
2010	4320	268
2010	13488	367
2011	14066	353
2011	18163	90
2012	22830	129
2012	25875	129
2012	27480	82
2012	17001	71
2013	21051	149
2013	20634	13
2014	32431	63
2014	8629	304
2015	26081	367
2015	42394	99
2015	19865	149
2015	40513	272
2015	38759	369
2016	32894	68
2016	25433	268
2016	43592	202
2017	31962	72
2017	16407	216
2017	27291	246
2018	29913	27
2018	14447	166
2018	27984	27
2018	31984	166
2019	29248	272
2019	33378	224
2020	13634	21
2020	9330	22
2021	15560	72
2021	2590	36
2021	2772	350
2022	40747	367
2022	20004	80
2022	38019	21
2023	10646	189
2023	42221	371
2023	22782	371
2024	4768	184
2024	35468	26
2024	13374	327
2024	18125	268
2025	11330	369
2025	1767	153
2025	11136	153
2026	9763	223
2026	21997	223
2027	32560	66
2027	28300	105
2027	2711	263
2028	20668	21
2028	6774	21
2028	6928	370
2029	8975	73
2029	22001	73
2030	250	272
2030	7368	206
2030	5019	93
2031	34212	367
2031	18116	319
2031	22338	319
2032	36962	149
2032	25476	30
2032	34082	105
2033	34769	91
2033	23051	369
2033	42466	91
2033	14158	227
2033	8062	36
2033	30984	91
2033	4226	206
2034	10173	369
2034	18813	91
2035	14694	272
2035	21766	36
2036	17412	72
2036	40540	165
2037	42720	353
2037	41048	268
2037	16452	216
2037	306	253
2037	2069	280
2038	31242	73
2038	6499	139
2038	12324	46
2038	30342	163
2038	39532	307
2039	31416	80
2039	24560	224
2039	22524	155
2040	2208	36
2040	6956	367
2041	19365	91
2041	1844	91
2042	34055	268
2042	34454	41
2042	14459	129
2043	9795	268
2043	16712	258
2043	13112	216
2043	21361	222
2044	27485	319
2044	16568	319
2044	27365	63
2044	19965	319
2045	13308	261
2045	6190	149
2045	34616	129
2045	28885	71
2045	18043	92
2045	36281	131
2046	2162	75
2046	29702	99
2046	30523	367
2046	4118	75
2046	22894	272
2046	21261	62
2047	22650	319
2047	11802	163
2048	4620	367
2048	37260	259
2048	19122	80
2048	36910	367
2049	29252	258
2049	34434	149
2050	42270	272
2050	14040	369
2050	42671	91
2050	12907	149
2051	21451	379
2051	4006	253
2052	25311	376
2052	21983	272
2053	3119	87
2053	6849	184
2053	42267	268
2053	38406	327
2053	22212	286
2054	36817	260
2054	36326	124
2055	19391	72
2055	13793	125
2055	20293	21
2056	21740	91
2056	24469	369
2057	16673	105
2057	3020	238
2058	1025	72
2058	14811	94
2059	3735	268
2059	4601	36
2060	29404	194
2060	25397	319
2060	236	194
2060	13264	155
2061	38119	363
2061	94	223
2061	14540	328
2062	10228	72
2062	13059	272
2062	21080	62
2063	42861	41
2063	12391	73
2064	28915	149
2064	31245	108
2065	19108	1
2065	26416	1
2065	29195	17
2066	6851	223
2066	26880	308
2066	6415	310
2067	38578	319
2067	8282	216
2067	36522	129
2068	36707	91
2068	33664	206
2068	41419	91
2069	15649	319
2069	30068	149
2069	13076	248
2070	40826	233
2070	294	165
2071	29554	260
2071	6586	357
2071	33482	343
2071	14515	94
2071	9444	125
2071	38967	272
2072	40169	72
2072	42418	99
2073	10086	367
2073	11464	89
2073	41629	80
2073	32425	224
2073	20674	155
2074	6608	149
2074	28603	13
2074	11546	159
2074	13409	149
2075	16706	353
2075	33798	280
2075	36301	216
2075	42371	165
2075	42946	353
2076	16933	224
2076	21518	268
2076	4401	81
2076	31898	272
2076	23177	253
2077	28494	329
2077	11281	263
2078	39826	46
2078	36402	139
2078	5723	159
2078	1030	308
2078	29656	46
2079	24536	72
2079	35250	367
2080	10214	153
2080	24465	66
2080	9775	349
2081	167	75
2081	8320	272
2082	19315	125
2082	10521	22
2083	7914	72
2083	31411	128
2084	27873	149
2084	15191	70
2084	38925	23
2084	8932	253
2085	15756	367
2085	41822	126
2085	10230	89
2086	34987	261
2086	32610	71
2086	3780	150
2087	2279	149
2087	13716	115
2087	20535	35
2087	42959	140
2087	23692	255
2088	8178	278
2088	17525	278
2089	24590	353
2089	24291	319
2090	3716	319
2090	11601	261
2090	20467	319
2091	34044	208
2091	22143	208
2091	16495	36
2092	13979	367
2092	9200	80
2092	41413	224
2093	9483	280
2093	17169	216
2093	35129	253
2093	29837	222
2093	2992	223
2094	31979	125
2094	5665	272
2095	40989	268
2095	35480	216
2096	41627	353
2096	7974	165
2097	42285	367
2097	1136	80
2097	18636	224
2097	28492	297
2098	8183	89
2098	23809	367
2098	29411	80
2098	22977	137
2098	33596	93
2098	513	224
2098	4169	272
2099	7691	272
2099	14584	99
2100	21643	72
2100	28591	353
2100	30385	41
2100	22373	41
2100	25045	268
2100	5304	216
2101	40842	367
2101	35726	68
2102	11322	353
2102	30217	149
2102	37304	41
2102	16112	305
2102	42234	268
2103	30543	36
2103	36665	272
2104	1196	72
2104	34425	21
2104	16729	260
2105	32248	99
2105	8724	36
2105	39916	98
2105	2400	57
2105	33912	369
2105	38664	137
2106	38698	223
2106	39857	168
2107	14384	329
2107	4580	153
2108	29461	75
2108	2143	62
2109	25827	73
2109	20008	73
2110	38018	21
2110	42224	21
2110	37244	80
2111	20272	268
2111	27760	268
2111	3565	222
2111	33401	308
2112	2868	367
2112	32219	367
2112	12269	297
2112	11311	259
2112	43468	89
2113	11760	72
2113	23441	343
2113	23720	289
2114	2112	149
2114	12095	251
2115	18568	319
2115	41551	319
2115	6898	367
2115	22768	367
2115	34121	319
2115	18851	367
2115	10318	367
2115	22926	80
2115	27199	89
2115	27430	268
2116	2931	272
2116	24911	369
2116	38670	99
2117	38691	115
2117	36648	149
2117	17671	371
2118	35231	153
2118	40084	66
2118	37569	217
2119	18297	94
2119	18909	94
2119	4138	329
2119	23912	217
2119	43390	238
2120	31729	216
2120	21040	268
2120	21313	41
2120	35992	73
2120	22302	353
2121	32506	42
2121	21230	155
2122	29958	99
2122	30158	272
2122	14055	36
2123	15709	353
2123	12711	73
2124	40649	21
2124	13923	80
2125	26609	94
2125	15141	42
2125	1462	238
2126	29650	149
2126	4399	129
2127	12755	91
2127	17430	91
2127	37411	91
2128	11905	125
2128	30417	22
2129	19734	164
2129	17083	308
2129	12727	73
2129	25667	89
2129	3936	125
2129	17009	268
2129	33651	223
2129	29921	319
2130	43331	151
2130	8435	151
2131	38523	155
2131	40636	155
2131	33514	319
2131	18510	91
2131	416	206
2132	10468	223
2132	16180	223
2132	32461	223
2133	29628	268
2133	10739	258
2133	21067	217
2133	19806	238
2134	42448	280
2134	10419	253
2134	11790	163
2135	8811	367
2135	40574	99
2135	7663	21
2136	36159	353
2136	5017	140
2137	3764	367
2137	24155	149
2137	20057	294
2138	38446	224
2138	28487	297
2139	14794	329
2139	10349	21
2139	20976	329
2140	1103	72
2140	21855	75
2140	27680	350
2141	26740	149
2141	17539	100
2141	14703	216
2141	8117	268
2141	22422	233
2142	39761	92
2142	25009	261
2142	8543	353
2143	33014	367
2143	16578	367
2144	41713	363
